City,State,Zip,Bank,BankState,NAICS,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementGross,BalanceGross,GrAppv,SBA_Appv,MIS_Status
Fuquay-Varina,NC,27526,UMPQUA BANK,OR,624120,5,2,7,5,0,1,N,N,"$30,000.00 ",$0.00 ,"$30,000.00 ","$25,500.00 ",P I F
CUPERTINO,CA,95014,COMERICA BANK,TX,0,3,1,0,0,1,0,N,N,"$468,000.00 ",$0.00 ,"$468,000.00 ","$397,800.00 ",P I F
BRIDGEWATER,VT,5034,"LAKE SUNAPEE BANK, FSB",VT,337122,27,1,0,0,1,2,N,N,"$100,000.00 ",$0.00 ,"$100,000.00 ","$85,000.00 ",P I F
LAKEWOOD,NY,14750,MANUFACTURERS & TRADERS TR CO,NY,235110,8,2,0,0,1,2,0,Y,"$108,000.00 ",$0.00 ,"$108,000.00 ","$91,800.00 ",P I F
MILFORD,CT,6460,BANK OF AMERICA NATL ASSOC,RI,541519,5,1,1,6,1,1,Y,N,"$93,573.00 ",$0.00 ,"$70,000.00 ","$35,000.00 ",P I F
TEMECULA,CA,92591,MUFG UNION BANK NATL ASSOC,CA,561720,1,1,0,0,1,1,Y,N,"$13,397.00 ",$0.00 ,"$5,000.00 ","$2,500.00 ",P I F
FORT LAUDERDALE,FL,33309,BANK OF AMERICA NATL ASSOC,NC,811121,22,1,0,22,1,1,Y,N,"$46,500.00 ",$0.00 ,"$35,000.00 ","$17,500.00 ",P I F
Bremen,IN,46506,LAKE CITY BANK,IN,441310,9,1,0,9,0,2,Y,N,"$75,000.00 ",$0.00 ,"$75,000.00 ","$37,500.00 ",P I F
OGALLALA,NE,69153,BANK OF KEYSTONE,NE,111150,4,1,0,0,1,0,N,Y,"$65,000.00 ",$0.00 ,"$65,000.00 ","$52,000.00 ",P I F
JACKSON,MS,39211,MERCHANTS & FARMERS BANK,MS,0,20,1,0,0,1,0,N,N,"$100,000.00 ",$0.00 ,"$100,000.00 ","$90,000.00 ",P I F
ORLANDO,FL,32819,FLORIDA BUS. DEVEL CORP,FL,561510,12,1,11,0,1,1,0,N,"$539,000.00 ",$0.00 ,"$539,000.00 ","$539,000.00 ",P I F
SAN DIEGO,CA,92109,WILSHIRE BANK,CA,339116,10,1,0,10,0,1,N,N,"$231,000.00 ",$0.00 ,"$231,000.00 ","$173,250.00 ",CHGOFF
COLUMBUS,OH,43215,THE HUNTINGTON NATIONAL BANK,OH,722211,8,2,0,8,1,1,Y,N,"$35,000.00 ",$0.00 ,"$35,000.00 ","$17,500.00 ",P I F
SAN LUIS OBISPO,CA,93401,COAST NATIONAL BANK,CA,524298,2,1,0,2,1,1,0,N,"$122,000.00 ",$0.00 ,"$122,000.00 ","$103,700.00 ",P I F
ALHAMBRA,CA,91803,BANCO POPULAR NORTH AMERICA,NY,311111,2,1,0,2,1,1,Y,N,"$15,339.00 ",$0.00 ,"$5,000.00 ","$2,500.00 ",CHGOFF
MCMINNVILLE,TN,37110,FIRST NATL BK OF MANCHESTER,TN,235920,3,2,0,0,1,0,N,N,"$40,000.00 ",$0.00 ,"$40,000.00 ","$36,000.00 ",P I F
DEL RIO,TX,78840,BANK OF AMERICA NATL ASSOC,NC,453920,20,1,5,20,1,2,Y,N,"$25,000.00 ",$0.00 ,"$25,000.00 ","$12,500.00 ",P I F
MERIDIAN,ID,83642,BANK OF THE CASCADES,ID,444190,7,2,0,0,1,1,0,Y,"$135,000.00 ",$0.00 ,"$150,000.00 ","$127,500.00 ",P I F
GLENVIEW,IL,60025,BBCN BANK,IL,0,3,1,0,0,1,0,0,N,"$130,000.00 ",$0.00 ,"$150,000.00 ","$112,500.00 ",P I F
BUFFALO,NY,14213,MANUFACTURERS & TRADERS TR CO,NY,0,12,1,0,0,1,0,N,N,"$130,000.00 ",$0.00 ,"$130,000.00 ","$97,500.00 ",P I F
OCEAN VIEW,CA,92656,BANK OF AMERICA NATL ASSOC,NC,484230,1,1,0,1,1,1,Y,N,"$27,000.00 ",$0.00 ,"$27,000.00 ","$13,500.00 ",P I F
PITTSBURGH,PA,15239,CITIZENS BANK NATL ASSOC,RI,425120,2,1,0,2,1,1,Y,N,"$5,000.00 ",$0.00 ,"$5,000.00 ","$2,500.00 ",P I F
ORANGE,CA,92865,BBCN BANK,CA,721110,2,1,0,2,0,1,N,N,"$550,000.00 ",$0.00 ,"$550,000.00 ","$412,500.00 ",P I F
COLUMBUS,WI,53925,ASSOCIATED BANK NATL ASSOC,WI,0,6,1,0,0,1,2,0,Y,"$85,000.00 ",$0.00 ,"$85,000.00 ","$68,000.00 ",CHGOFF
MESA,AZ,85206,BUSINESS DEVEL FINAN CORP,AZ,447190,7,1,3,0,1,1,0,N,"$797,000.00 ",$0.00 ,"$797,000.00 ","$797,000.00 ",P I F
GARLAND,TX,75040,JPMORGAN CHASE BANK NATL ASSOC,IL,0,30,1,0,0,1,0,N,N,"$550,000.00 ",$0.00 ,"$550,000.00 ","$452,100.00 ",P I F
OSHKOSH,WI,54901,,,0,22,1,0,0,0,0,N,N,"$74,000.00 ",$0.00 ,"$74,000.00 ","$74,000.00 ",P I F
NASHVILLE,TN,37211,FIRST TENNESSEE BANK NATL ASSO,TN,624410,9,2,0,0,1,0,0,Y,"$76,000.00 ",$0.00 ,"$76,000.00 ","$60,800.00 ",P I F
GREENVILLE,NC,27834,BANK OF AMERICA NATL ASSOC,NC,446130,7,1,0,7,0,1,N,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",P I F
SALT LAKE CITY,UT,84121,ZIONS FIRST NATIONAL BANK,UT,621210,3,1,1,3,0,1,Y,N,"$82,317.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",P I F
BETHANY (BETHANY CENTER),CT,6524,WEBSTER BANK NATL ASSOC,CT,326199,8,1,3,4,1,1,0,N,"$100,000.00 ",$0.00 ,"$100,000.00 ","$85,000.00 ",P I F
PHILADELPHIA,PA,19148,"TD BANK, NATIONAL ASSOCIATION",NJ,339920,2,2,1,1,1,1,0,N,"$150,000.00 ",$0.00 ,"$150,000.00 ","$112,500.00 ",P I F
NEW YORK,NY,11218,JPMORGAN CHASE BANK NATL ASSOC,IL,0,15,1,0,0,1,0,0,N,"$35,000.00 ",$0.00 ,"$35,000.00 ","$17,500.00 ",P I F
SCOTTSDALE,AZ,85258,NATIONAL BANK OF ARIZONA,AZ,238390,15,1,3,18,1,1,Y,N,"$202,384.00 ",$0.00 ,"$150,000.00 ","$75,000.00 ",P I F
ST. PAUL PARK,MN,55105,BREMER BANK NATL ASSOC,MN,722110,1,2,15,15,1,1,0,N,"$125,000.00 ",$0.00 ,"$125,000.00 ","$106,250.00 ",P I F
SAN FRANCISCO,CA,94103,"CITIBANK, N.A.",SD,492110,14,1,2,14,1,1,0,N,"$40,000.00 ",$0.00 ,"$40,000.00 ","$20,000.00 ",P I F
PLYMOUTH,NH,3264,CITIZENS BANK NATL ASSOC,RI,541219,1,1,0,1,0,1,N,N,"$10,000.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",P I F
BROOKLYN,NY,11203,JPMORGAN CHASE BANK NATL ASSOC,IL,424330,5,1,0,5,1,1,Y,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",P I F
RANCHO CORDOVA (MILLS),CA,95670,MORTGAGE CAP. DEVEL CORP,CA,721110,16,1,4,0,16920,1,0,N,"$290,000.00 ",$0.00 ,"$290,000.00 ","$290,000.00 ",P I F
LOUISVILLE,KY,40291,REPUBLIC BANK & TRUST COMPANY,KY,811111,1,1,0,5,1,1,Y,N,"$66,700.00 ",$0.00 ,"$48,000.00 ","$24,000.00 ",P I F
SAN DIEGO,CA,92111,CITY NATIONAL BANK,CA,323119,5,1,0,5,41298,1,0,N,"$290,000.00 ",$0.00 ,"$290,000.00 ","$217,500.00 ",P I F
SOMERDALE,NJ,8083,CITIZENS BANK NATL ASSOC,RI,621391,7,1,0,7,1,1,Y,N,"$5,000.00 ",$0.00 ,"$5,000.00 ","$2,500.00 ",P I F
COLORADO SPRINGS,CO,80918,WELLS FARGO BANK NATL ASSOC,CA,621210,4,1,0,4,1,1,0,N,"$368,100.00 ",$0.00 ,"$410,500.00 ","$307,875.00 ",P I F
SANTEE,CA,92071,OPUS BANK,CA,333992,14,1,0,0,1,1,0,Y,"$150,000.00 ",$0.00 ,"$150,000.00 ","$127,500.00 ",P I F
GOLDEN,CO,80401,KEYBANK NATIONAL ASSOCIATION,OH,624410,13,1,0,13,0,1,Y,N,"$60,451.00 ",$0.00 ,"$25,000.00 ","$12,500.00 ",P I F
BROOKLYN,NY,11232,JPMORGAN CHASE BANK NATL ASSOC,IL,448310,7,1,3,7,1,2,Y,N,"$112,080.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",CHGOFF
PALMETTO,FL,34221,WELLS FARGO BANK NATL ASSOC,SD,721310,2,1,1,2,1,1,T,N,"$25,000.00 ",$0.00 ,"$25,000.00 ","$12,500.00 ",P I F
ODESSA,WA,99159,WHEATLAND BANK,WA,312120,2,1,0,2,1,2,0,N,"$20,000.00 ",$0.00 ,"$20,000.00 ","$17,000.00 ",P I F
LENEXA,KS,66219,ANB BANK,KS,0,12,1,0,0,0,0,N,N,"$340,000.00 ",$0.00 ,"$340,000.00 ","$289,000.00 ",P I F
ROCHESTER,NY,14610,HSBC BK USA NATL ASSOC,NY,0,5,1,0,0,1,0,N,Y,"$91,500.00 ",$0.00 ,"$91,500.00 ","$73,200.00 ",P I F
LAS VEGAS,NV,89130,WELLS FARGO BANK NATL ASSOC,SD,811111,5,1,2,5,1,1,0,N,"$120,000.00 ",$0.00 ,"$120,000.00 ","$60,000.00 ",P I F
MANCHESTER,NH,3103,CITIZENS BANK NATL ASSOC,NH,235520,4,1,2,4,1,1,0,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",P I F
ATLANTA,GA,30340,JPMORGAN CHASE BANK NATL ASSOC,IL,484121,10,1,5,10,1,2,Y,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",CHGOFF
FALL RIVER,MA,2721,BANKFIVE,MA,561790,1,2,1,1,0,2,N,N,"$12,000.00 ",$0.00 ,"$12,000.00 ","$6,000.00 ",P I F
BLACK CREEK,WI,54106,AMER NATL BANK-FOX CITIES,WI,237310,7,1,0,7,1,2,N,N,"$51,000.00 ",$0.00 ,"$51,000.00 ","$25,500.00 ",P I F
HONOLULU,HI,96822,FIRST HAWAIIAN BANK,HI,621610,5,1,2,5,1,1,0,N,"$32,000.00 ",$0.00 ,"$32,000.00 ","$16,000.00 ",P I F
PORTLAND,OR,97266,U.S. BANK NATIONAL ASSOCIATION,OH,441320,3,2,1,2,0,1,N,N,"$535,000.00 ",$0.00 ,"$535,000.00 ","$401,250.00 ",P I F
ROCHESTER,MN,55901,HOME FEDERAL SAVINGS BANK,MN,561730,4,1,0,0,1,2,0,Y,"$50,000.00 ",$0.00 ,"$50,000.00 ","$42,500.00 ",P I F
ODESSA,FL,33556,BANK OF AMERICA NATL ASSOC,NC,561790,2,2,0,0,401,1,Y,N,"$10,000.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",P I F
Evan,GA,30809,COMERICA BANK,TX,453220,2,2,3,2,0,1,N,N,"$177,000.00 ",$0.00 ,"$177,000.00 ","$132,750.00 ",P I F
PHOENIX,AZ,85021,SOUTHWESTERN BUS. FINANCING CO,AZ,0,53,1,0,0,0,0,N,N,"$47,000.00 ",$0.00 ,"$47,000.00 ","$47,000.00 ",P I F
RIDGEWOOD,NJ,7450,SUN NATIONAL BANK,NJ,445310,2,2,8,2,1,1,0,N,"$450,000.00 ",$0.00 ,"$450,000.00 ","$337,500.00 ",P I F
PHOENIX,AZ,85042,COMPASS BANK,AL,332999,100,1,10,100,0,1,N,N,"$25,000.00 ",$0.00 ,"$25,000.00 ","$12,500.00 ",CHGOFF
SPRINGFIELD,IL,62704,BANK OF SPRINGFIELD,IL,532299,15,1,0,15,0,1,N,N,"$80,000.00 ",$0.00 ,"$80,000.00 ","$40,000.00 ",P I F
Wetmore,MI,49895,WELLS FARGO BANK NATL ASSOC,SD,541690,1,1,0,1,0,2,N,N,"$76,600.00 ",$0.00 ,"$76,600.00 ","$65,110.00 ",P I F
VASHON,WA,98070,U.S. BANK NATIONAL ASSOCIATION,OH,238910,4,1,0,4,0,1,Y,N,"$107,315.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",P I F
LAS VEGAS,NV,89109,COMMUNITY BANK OF NEVADA,NV,0,8,2,0,0,1,0,N,N,"$236,000.00 ",$0.00 ,"$236,000.00 ","$177,000.00 ",P I F
TEMPE,AZ,85283,SOUTHWESTERN BUS. FINANCING CO,AZ,447110,6,1,0,1,1,1,0,N,"$416,000.00 ",$0.00 ,"$431,000.00 ","$431,000.00 ",P I F
ALPENA,MI,49707,"PNC BANK, NATIONAL ASSOCIATION",DE,0,1,1,0,0,0,0,N,N,"$100,000.00 ",$0.00 ,"$100,000.00 ","$90,000.00 ",CHGOFF
BUFFALO,NY,14209,FIRST NIAGARA BANK NATL ASSOC,NY,541611,4,1,0,4,0,1,N,N,"$137,300.00 ",$0.00 ,"$137,300.00 ","$68,650.00 ",P I F
CHULA VISTA,CA,91910,BANK OF AMERICA CALIFORNIA N.A,CA,0,12,1,0,0,1,0,N,N,"$99,973.00 ",$0.00 ,"$100,000.00 ","$90,000.00 ",P I F
LA MESA,CA,91942,FIRST BANK,CA,0,6,1,0,0,1,0,N,N,"$356,000.00 ",$0.00 ,"$356,000.00 ","$267,000.00 ",P I F
ROSWELL,GA,30076,BANK OF AMERICA NATL ASSOC,NC,541921,2,1,0,2,1,1,Y,N,"$12,000.00 ",$0.00 ,"$12,000.00 ","$6,000.00 ",P I F
COLUMBUS,OH,43214,FIRST MERCHANTS BANK NATL ASSO,IN,811121,12,1,0,0,1,1,N,N,"$350,000.00 ",$0.00 ,"$350,000.00 ","$262,500.00 ",P I F
Springfield,MO,65804,COMMERCE BANK,MO,541330,1,2,1,0,0,1,N,N,"$40,000.00 ",$0.00 ,"$40,000.00 ","$20,000.00 ",P I F
LAGUNA BEACH,CA,92651,U.S. BANK NATIONAL ASSOCIATION,OH,0,35,1,0,0,1,0,0,N,"$702,000.00 ",$0.00 ,"$702,000.00 ","$526,500.00 ",P I F
KENT,WA,98031,BANK OF AMERICA NATL ASSOC,NC,424410,11,2,0,11,0,1,Y,N,"$205,647.00 ",$0.00 ,"$90,000.00 ","$45,000.00 ",P I F
FAIRBURN,GA,30213,UNITED COMMERCIAL BANK,GA,334220,33,1,0,0,1,0,N,N,"$300,000.00 ",$0.00 ,"$300,000.00 ","$270,000.00 ",P I F
Greenville,SC,29601,SUNTRUST BANK,GA,448110,0,2,0,0,0,1,Y,N,"$14,902.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",P I F
EL PASO,TX,79907,FIRST NATIONAL BANK,TX,0,18,1,0,0,0,0,N,N,"$215,000.00 ",$0.00 ,"$215,000.00 ","$182,750.00 ",CHGOFF
SAN FRANCISCO,CA,94118,BANK OF AMERICA NATL ASSOC,NC,621399,15,1,5,15,1,1,Y,N,"$100,737.00 ",$0.00 ,"$100,000.00 ","$50,000.00 ",P I F
CARLISLE,IA,50047,CHARTER BANK,IA,238220,11,1,0,11,0,2,N,N,"$750,000.00 ",$0.00 ,"$750,000.00 ","$675,000.00 ",P I F
MOUNT LAUREL,NJ,8054,BANK OF AMERICA NATL ASSOC,RI,541511,1,1,1,2,1,1,Y,N,"$7,500.00 ",$0.00 ,"$7,500.00 ","$3,750.00 ",P I F
CENTRAL LAKE,MI,49622,CHOICEONE BANK,MI,0,15,1,0,0,1,1,0,Y,"$65,000.00 ",$0.00 ,"$65,000.00 ","$52,000.00 ",P I F
WESTERLY,RI,2891,OCEAN ST. BUS. DEVEL AUTHORITY,RI,722110,25,1,15,25,1,2,N,N,"$228,000.00 ",$0.00 ,"$228,000.00 ","$228,000.00 ",P I F
KANSAS CITY,MO,64111,EDC LOAN CORPORATION,MO,0,12,1,5,7,1,0,N,N,"$173,000.00 ",$0.00 ,"$173,000.00 ","$173,000.00 ",P I F
BEND,OR,97701,U.S. BANK NATIONAL ASSOCIATION,OH,621310,1,2,0,1,0,1,T,N,"$25,000.00 ",$0.00 ,"$25,000.00 ","$12,500.00 ",P I F
ATLANTA,GA,30326,BANK OF AMERICA NATL ASSOC,NC,531390,5,1,0,5,0,1,N,N,"$49,621.00 ",$0.00 ,"$35,000.00 ","$17,500.00 ",CHGOFF
TAMPA,FL,33686,WELLS FARGO BANK NATL ASSOC,SD,233320,5,1,0,0,1,0,0,N,"$25,000.00 ",$0.00 ,"$25,000.00 ","$12,500.00 ",CHGOFF
WELLESLEY (TOWN OF),MA,2481,CITIZENS BANK NATL ASSOC,RI,722310,2,1,0,2,1,1,Y,N,"$55,575.00 ",$0.00 ,"$30,000.00 ","$15,000.00 ",CHGOFF
FARMINGTON,NM,87401,BANK OF AMERICA NATL ASSOC,NC,0,6,1,0,0,1,0,N,N,"$450,000.00 ",$0.00 ,"$450,000.00 ","$337,500.00 ",P I F
EDISON,NJ,8817,WOORI AMERICA BANK,NJ,621111,1,2,3,0,1,1,0,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$42,500.00 ",P I F
CLEARLAKE,CA,95422,COMMUNITY W. BANK NATL ASSOC,CA,721110,5,1,0,5,83450,1,0,N,"$412,000.00 ",$0.00 ,"$412,000.00 ","$309,000.00 ",P I F
OREGON CITY,OR,97045,UMPQUA BANK,OR,334513,17,1,0,0,1,0,N,N,"$500,000.00 ",$0.00 ,"$500,000.00 ","$375,000.00 ",P I F
LENOIR,NC,28645,BANK OF AMERICA NATL ASSOC,NC,811121,3,2,0,3,0,1,N,N,"$22,000.00 ",$0.00 ,"$22,000.00 ","$11,000.00 ",CHGOFF
GRAFTON,WV,26354,BBCN BANK,CA,621999,1,2,1,1,1,2,0,N,"$5,000.00 ",$0.00 ,"$5,000.00 ","$4,250.00 ",CHGOFF
CONCORD,NC,28025,WELLS FARGO BANK NATL ASSOC,SD,0,5,2,0,0,1,0,N,Y,"$30,000.00 ",$0.00 ,"$30,000.00 ","$24,000.00 ",P I F
LOS ANGELES,CA,90016,FIRST BANK,MO,611430,3,2,0,0,1,1,0,Y,"$50,000.00 ",$0.00 ,"$150,000.00 ","$127,500.00 ",P I F
VICTOR,NY,14450,MANUFACTURERS & TRADERS TR CO,NY,0,14,1,0,0,1,0,N,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$40,000.00 ",P I F
PRINCETON,MN,55371,BREMER BANK NATL ASSOC,MN,0,5,1,0,0,1,0,N,Y,"$100,000.00 ",$0.00 ,"$100,000.00 ","$80,000.00 ",P I F
KIRKSEY,KY,42054,GERMAN AMER BANCORP D/B/A GERM,IN,112320,1,2,0,0,1,0,N,N,"$193,659.00 ",$0.00 ,"$220,000.00 ","$187,000.00 ",P I F
Carol Stream,IL,60188,"PNC BANK, NATIONAL ASSOCIATION",DE,488510,5,1,2,3,0,2,N,N,"$16,200.00 ",$0.00 ,"$16,200.00 ","$8,100.00 ",CHGOFF
WILMINGTON,DE,19802,WELLS FARGO BANK NATL ASSOC,DE,0,22,1,0,0,1,0,N,N,"$420,000.00 ",$0.00 ,"$420,000.00 ","$315,000.00 ",P I F
LANGHORNE,PA,19047,CITIZENS BANK NATL ASSOC,RI,492210,1,1,0,1,1,1,0,N,"$75,000.00 ",$0.00 ,"$75,000.00 ","$37,500.00 ",P I F
NEW YORK,NY,11225,JPMORGAN CHASE BANK NATL ASSOC,IL,621111,5,1,0,5,1,1,Y,N,"$146,662.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",P I F
CHICAGO,IL,60610,JPMORGAN CHASE BANK NATL ASSOC,IL,0,50,1,0,0,1,0,N,Y,"$100,000.00 ",$0.00 ,"$100,000.00 ","$80,000.00 ",P I F
BELLEROSE,NY,11426,JPMORGAN CHASE BANK NATL ASSOC,IL,532111,5,1,0,5,0,1,N,N,"$25,300.00 ",$0.00 ,"$25,300.00 ","$12,650.00 ",CHGOFF
COLUMBUS,OH,43213,U.S. BANK NATIONAL ASSOCIATION,OH,722310,8,1,0,8,0,1,Y,N,"$51,503.00 ",$0.00 ,"$35,000.00 ","$17,500.00 ",P I F
SHAWNEE,TX,74801,FIRST UNITED BK & TR CO,OK,621310,1,2,0,0,1,1,0,Y,"$15,496.00 ",$0.00 ,"$19,000.00 ","$16,150.00 ",P I F
NORWALK,OH,44857,THE CITIZENS BANKING COMPANY,OH,0,9,1,0,0,1,0,0,Y,"$50,000.00 ",$0.00 ,"$50,000.00 ","$40,000.00 ",P I F
CASEYVILLE,IL,62232,BANK OF AMERICA NATL ASSOC,NC,0,12,1,0,0,1,0,N,Y,"$52,000.00 ",$0.00 ,"$52,000.00 ","$46,800.00 ",P I F
SPANISH FORK,UT,84660,CENTRAL BANK,UT,311514,22,2,0,0,1,2,0,Y,"$75,000.00 ",$0.00 ,"$75,000.00 ","$63,750.00 ",P I F
WATERFORD,MI,48328,UNITY BANK,NJ,811121,8,1,0,0,1,1,N,N,"$252,350.00 ",$0.00 ,"$252,350.00 ","$189,263.00 ",CHGOFF
TACOMA,WA,98404,U.S. BANK NATIONAL ASSOCIATION,OH,311811,8,2,0,8,0,1,N,N,"$667,800.00 ",$0.00 ,"$667,800.00 ","$500,850.00 ",P I F
HOUSTON,TX,77063,BANK OF AMERICA NATL ASSOC,NC,442110,25,2,0,25,0,1,Y,N,"$43,717.00 ",$0.00 ,"$35,000.00 ","$17,500.00 ",P I F
FEDERAL WAY,WA,98003,BOEING EMPL CU,WA,812112,2,1,1,1,1,1,0,N,"$13,500.00 ",$0.00 ,"$13,500.00 ","$6,750.00 ",P I F
FULDA,MN,56131,FIRST NATIONAL BANK,MN,0,6,1,0,0,1,0,N,Y,"$55,000.00 ",$0.00 ,"$55,000.00 ","$49,500.00 ",P I F
HYRUM,UT,84319,ZIONS FIRST NATIONAL BANK,UT,238990,12,1,0,12,0,1,N,N,"$70,000.00 ",$0.00 ,"$70,000.00 ","$35,000.00 ",P I F
Aurora,IL,60504,FIFTH THIRD BANK,OH,561720,1,1,6,1,0,1,N,N,"$507,800.00 ",$0.00 ,"$507,800.00 ","$380,850.00 ",CHGOFF
FORT WORTH,TX,76111,LOANS FROM OLD CLOSED LENDERS,DC,0,30,1,0,0,1,0,N,N,"$350,000.00 ",$0.00 ,"$350,000.00 ","$297,500.00 ",P I F
WHEAT RIDGE,CO,80033,FIRSTBANK,CO,0,1,1,0,0,1,0,N,Y,"$15,000.00 ",$0.00 ,"$15,000.00 ","$12,000.00 ",P I F
Norcross,GA,30092,CALIFORNIA BANK & TRUST,CA,423210,5,1,0,5,1,1,N,N,"$150,000.00 ",$0.00 ,"$150,000.00 ","$75,000.00 ",P I F
SACRAMENTO,CA,95825,COMERICA BANK,TX,811118,4,1,0,0,1,1,N,N,"$355,000.00 ",$0.00 ,"$355,000.00 ","$266,250.00 ",P I F
NEWINGTON,CT,6111,BANK OF AMERICA NATL ASSOC,RI,811121,1,1,0,1,1,1,Y,N,"$15,000.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",P I F
PACIFIC,MO,63069,"PNC BANK, NATIONAL ASSOCIATION",IL,484121,2,2,0,0,1,2,N,N,"$128,000.00 ",$0.00 ,"$128,000.00 ","$64,000.00 ",P I F
FARMERSVILLE,TX,75442,BANCO POPULAR NORTH AMERICA,NY,311999,18,1,3,21,1,1,Y,N,"$50,000.00 ",$0.00 ,"$50,000.00 ","$25,000.00 ",CHGOFF
NASHVILLE,TN,37217,BANK OF AMERICA NATL ASSOC,TN,235510,2,2,0,0,1,0,N,Y,"$20,000.00 ",$0.00 ,"$20,000.00 ","$16,000.00 ",P I F
SPOKANE,WA,99202,MOUNTAIN W. BANK A DIVISION OF,ID,446110,17,1,0,17,0,1,N,N,"$125,000.00 ",$0.00 ,"$125,000.00 ","$106,250.00 ",P I F
MEMPHIS,TN,38134,INSOUTH BANK,TN,561730,33,1,0,0,1,0,N,N,"$348,000.00 ",$0.00 ,"$348,000.00 ","$278,400.00 ",P I F
NEWARK,DE,19702,"PNC BANK, NATIONAL ASSOCIATION",DE,541519,1,1,0,1,1,1,T,N,"$56,000.00 ",$0.00 ,"$10,000.00 ","$5,000.00 ",P I F
CORNING,NY,14830,COMMUNITY BANK NATL ASSOC,NY,0,2,2,0,0,1,0,N,N,"$75,000.00 ",$0.00 ,"$75,000.00 ","$67,500.00 ",P I F
BLOOMINGTON,MN,55431,PEOPLES BANK OF COMMERCE,MN,332710,40,1,0,0,1,1,N,N,"$350,000.00 ",$0.00 ,"$350,000.00 ","$262,500.00 ",P I F
WEST WARWICK,RI,2893,CITIZENS BANK NATL ASSOC,RI,235510,11,1,0,11,1,1,T,N,"$75,000.00 ",$0.00 ,"$75,000.00 ","$37,500.00 ",P I F
TAMPA,FL,33610,"BUSINESS LOAN CENTER, LLC",DC,0,4,2,0,0,34066,0,N,N,"$72,300.00 ",$0.00 ,"$75,000.00 ","$67,500.00 ",CHGOFF
SOUTH LAKE TAHOE,CA,96150,U.S. BANK NATIONAL ASSOCIATION,OH,722110,18,1,0,18,0,1,Y,N,"$33,702.00 ",$0.00 ,"$30,000.00 ","$15,000.00 ",P I F
WEST CHESTER,PA,19382,MALVERN FEDERAL SAVINGS BANK,PA,311612,2,2,0,0,1,1,N,N,"$252,000.00 ",$0.00 ,"$252,000.00 ","$189,000.00 ",P I F
BEDMINSTER,PA,19020,SANTANDER BANK NATL ASSOC,DE,541512,31,1,0,31,1,1,0,N,"$500,000.00 ",$0.00 ,"$500,000.00 ","$375,000.00 ",P I F
BRAINTREE (TOWN OF),MA,2184,ROCKLAND TRUST COMPANY,MA,541490,20,1,0,20,1,1,0,N,"$150,000.00 ",$0.00 ,"$150,000.00 ","$127,500.00 ",P I F
WATERBURY,CT,6705,UPS CAPITAL BUSINESS CREDIT,CT,333611,30,1,0,0,1,1,N,N,"$400,000.00 ",$0.00 ,"$450,000.00 ","$324,000.00 ",P I F
DOWNEY,CA,90240,SBA - EDF ENFORCEMENT ACTION,CO,522310,56,1,100,56,1,1,0,N,"$973,000.00 ",$0.00 ,"$973,000.00 ","$973,000.00 ",P I F
LAS VEGAS,NV,89118,SBA - EDF ENFORCEMENT ACTION,CO,484110,40,1,5,40,1,1,0,N,"$770,000.00 ",$0.00 ,"$1,266,000.00 ","$1,266,000.00 ",P I F
BRONX,NY,10466,NEWTEK SMALL BUS. FINANCE INC.,NY,0,12,1,0,0,1,0,N,Y,"$65,000.00 ",$0.00 ,"$65,000.00 ","$58,500.00 ",CHGOFF
SALINAS,CA,93905,"RABOBANK, NATIONAL ASSOCIATION",CA,541213,8,2,8,8,1,1,0,N,"$20,000.00 ",$0.00 ,"$20,000.00 ","$16,000.00 ",P I F
SANTA FE SPRINGS,CA,90670,FIRST BANK,MO,0,165,1,0,0,1,0,0,N,"$388,716.00 ",$0.00 ,"$388,716.00 ","$62,855.00 ",P I F
NATURAL BRIDGE,NY,13665,JPMORGAN CHASE BANK NATL ASSOC,IL,721211,3,1,0,0,0,0,N,N,"$180,000.00 ",$0.00 ,"$180,000.00 ","$153,000.00 ",P I F
NEWHALL,CA,91324,CATHAY BANK,CA,812310,2,1,0,0,1,0,N,N,"$155,000.00 ",$0.00 ,"$155,000.00 ","$124,000.00 ",P I F
KANSAS CITY,MO,64106,SECURITY BANK OF KANSAS CITY,KS,722110,10,1,0,0,1,1,N,N,"$45,000.00 ",$0.00 ,"$45,000.00 ","$36,000.00 ",CHGOFF
